Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.913532018661499	0	14.955224	7.7487273	63.0	9.0	14.955223880597014	7.7487270708506815	1002	1002
1.3892598152160645	1	12.382716	3.9364328	24.0	8.0	12.382716049382717	3.936432869259536	1003	2005
1.659536600112915	2	14.507246	5.251979	36.0	9.0	14.507246376811594	5.251978753132618	1001	3006
1.9258246421813965	3	16.733334	8.38822	46.0	8.0	16.733333333333334	8.388219252154908	1004	4010
2.192112445831299	4	24.333334	12.273988	62.0	11.0	24.333333333333332	12.27398849807159	1022	5032
2.4494242668151855	5	33.433334	14.409912	76.0	14.0	33.43333333333333	14.409911712274837	1003	6035
2.694767713546753	6	42.125	16.138237	86.0	18.0	42.125	16.13823746055725	1011	7046
2.9570679664611816	7	69.0	34.005882	131.0	24.0	69.0	34.005881844175136	1035	8081
3.211386203765869	8	62.875	19.364513	96.0	28.0	62.875	19.36451329106931	1006	9087
3.472689390182495	9	76.14286	37.017094	175.0	34.0	76.14285714285714	37.017094782309016	1066	10153
3.7309980392456055	10	105.7	34.525497	156.0	44.0	105.7	34.52549782407199	1057	11210
4.023216485977173	11	109.1	39.44477	192.0	50.0	109.1	39.444771516640834	1091	12301
4.284517049789429	12	101.3	44.004658	195.0	50.0	101.3	44.004658844263304	1013	13314
4.545818090438843	13	175.66667	29.858929	200.0	116.0	175.66666666666666	29.85892756874492	1054	14368
4.809114217758179	14	174.66667	44.05174	200.0	77.0	174.66666666666666	44.05173725922231	1048	15416
5.069417953491211	15	168.0	32.119568	200.0	115.0	168.0	32.11956828269438	1008	16424
5.363659858703613	16	140.0	29.974989	169.0	80.0	140.0	29.974989574643725	1120	17544
5.66482400894165	17	188.0	23.43786	200.0	136.0	188.0	23.437861108329262	1128	18672
5.946072101593018	18	191.16667	19.751934	200.0	147.0	191.16666666666666	19.751933801248143	1147	19819
6.2333033084869385	19	195.33333	10.434984	200.0	172.0	195.33333333333334	10.43498389499902	1172	20991
6.5225303173065186	20	199.83333	0.37267798	200.0	199.0	199.83333333333334	0.3726779962499649	1199	22190
6.803777456283569	21	186.66667	24.837248	200.0	132.0	186.66666666666666	24.83724801359621	1120	23310
7.112951278686523	22	200.0	0.0	200.0	200.0	200.0	0.0	1200	24510
7.423121213912964	23	200.0	0.0	200.0	200.0	200.0	0.0	1200	25710
7.719329118728638	24	200.0	0.0	200.0	200.0	200.0	0.0	1200	26910
8.015536785125732	25	200.0	0.0	200.0	200.0	200.0	0.0	1200	28110
8.337677001953125	26	200.0	0.0	200.0	200.0	200.0	0.0	1200	29310
8.665798902511597	27	200.0	0.0	200.0	200.0	200.0	0.0	1200	30510
8.965996742248535	28	200.0	0.0	200.0	200.0	200.0	0.0	1200	31710
9.254223823547363	29	200.0	0.0	200.0	200.0	200.0	0.0	1200	32910
9.541455745697021	30	200.0	0.0	200.0	200.0	200.0	0.0	1200	34110
9.846639394760132	31	200.0	0.0	200.0	200.0	200.0	0.0	1200	35310
10.15481686592102	32	200.0	0.0	200.0	200.0	200.0	0.0	1200	36510
10.460996150970459	33	200.0	0.0	200.0	200.0	200.0	0.0	1200	37710
10.75022268295288	34	200.0	0.0	200.0	200.0	200.0	0.0	1200	38910
11.053411722183228	35	200.0	0.0	200.0	200.0	200.0	0.0	1200	40110
11.34762454032898	36	200.0	0.0	200.0	200.0	200.0	0.0	1200	41310
11.637848138809204	37	200.0	0.0	200.0	200.0	200.0	0.0	1200	42510
11.939042806625366	38	199.83333	0.37267798	200.0	199.0	199.83333333333334	0.3726779962499649	1199	43709
