Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.803849458694458	0	14.955224	7.7487273	63.0	9.0	14.955223880597014	7.7487270708506815	1002	1002
1.171865463256836	1	12.6625	4.0091887	28.0	8.0	12.6625	4.009188664804888	1013	2015
1.3603620529174805	2	11.065934	2.4486022	18.0	8.0	11.065934065934066	2.448602192874417	1007	3022
1.525918960571289	3	10.447917	2.2401164	21.0	8.0	10.447916666666666	2.2401162156732455	1003	4025
1.6974601745605469	4	9.892157	1.626417	16.0	8.0	9.892156862745098	1.6264171060478487	1009	5034
1.8680040836334229	5	9.833333	1.2609001	15.0	8.0	9.833333333333334	1.2609001867894825	1003	6037
2.026580333709717	6	9.833333	1.414791	15.0	8.0	9.833333333333334	1.4147911460452758	1003	7040
2.1911401748657227	7	9.6	1.091962	13.0	8.0	9.6	1.0919619738713213	1008	8048
2.366670846939087	8	9.561905	0.945403	13.0	8.0	9.561904761904762	0.9454030082840662	1004	9052
2.570126533508301	9	9.439252	0.86659247	14.0	8.0	9.439252336448599	0.8665925331834491	1010	10062
2.740670680999756	10	9.509434	0.79200345	14.0	8.0	9.50943396226415	0.7920034664835983	1008	11070
2.9221856594085693	11	9.401869	0.6952417	11.0	8.0	9.401869158878505	0.6952416790055062	1006	12076
3.0907347202301025	12	9.324074	0.73066056	12.0	8.0	9.324074074074074	0.7306605801614867	1007	13083
3.2742443084716797	13	9.4811325	0.74265116	11.0	8.0	9.481132075471699	0.7426511926044584	1005	14088
3.4537644386291504	14	9.429907	0.71187717	11.0	8.0	9.429906542056075	0.7118772015903568	1009	15097
3.624307870864868	15	9.429907	0.7625847	12.0	8.0	9.429906542056075	0.7625847528532841	1009	16106
3.7828845977783203	16	9.324074	0.77970445	11.0	8.0	9.324074074074074	0.7797044039095805	1007	17113
3.9434547424316406	17	9.392524	0.7071994	11.0	8.0	9.392523364485982	0.7071994172857052	1005	18118
4.104025363922119	18	9.342592	0.771747	11.0	8.0	9.342592592592593	0.7717469005209214	1009	19127
4.274570465087891	19	9.256881	0.73451805	11.0	8.0	9.256880733944953	0.7345181248164437	1009	20136
4.436139345169067	20	9.229358	0.6858067	11.0	8.0	9.229357798165138	0.6858066638910371	1006	21142
4.599700450897217	21	9.35514	0.70049834	11.0	8.0	9.355140186915888	0.7004983065960191	1001	22143
4.760271072387695	22	9.364486	0.7284925	11.0	8.0	9.36448598130841	0.7284925334543955	1002	23145
4.928819894790649	23	9.401869	0.7085567	11.0	8.0	9.401869158878505	0.7085566886364435	1006	24151
5.1023571491241455	24	9.35514	0.7883775	11.0	8.0	9.355140186915888	0.7883774470640428	1001	25152
5.2768895626068115	25	9.561905	0.7026997	11.0	8.0	9.561904761904762	0.702699685550351	1004	26156
5.444441318511963	26	9.364486	0.7155486	11.0	8.0	9.36448598130841	0.7155485885065783	1002	27158
